jurisdiction,state,year,drug_type,deaths,crude_rate
Massachusetts,Massachusetts,2006,Fentanyl,88,1.4
Massachusetts,Massachusetts,2007,Meth,11,0.2
Massachusetts,Massachusetts,2007,Fentanyl,74,1.2
Massachusetts,Massachusetts,2007,Otheropioids,280,4.4
Massachusetts,Massachusetts,2007,Heroin,68,1.1
Massachusetts,Massachusetts,2008,Otheropioids,209,3.2
Massachusetts,Massachusetts,2008,Meth,11,0.2
Massachusetts,Massachusetts,2008,Fentanyl,54,0.8
Massachusetts,Massachusetts,2008,Heroin,58,0.9
Massachusetts,Massachusetts,2009,Heroin,61,0.9
Massachusetts,Massachusetts,2009,Meth,13,0.2
Massachusetts,Massachusetts,2009,Fentanyl,63,1
Massachusetts,Massachusetts,2009,Otheropioids,255,3.9
Massachusetts,Massachusetts,2010,Otheropioids,242,3.7
Massachusetts,Massachusetts,2010,Heroin,68,1
Massachusetts,Massachusetts,2010,Fentanyl,68,1
Massachusetts,Massachusetts,2011,Otheropioids,231,3.5
Massachusetts,Massachusetts,2011,Fentanyl,64,1
Massachusetts,Massachusetts,2011,Heroin,144,2.2
Massachusetts,Massachusetts,2011,Meth,19,0.3
Massachusetts,Massachusetts,2012,Meth,20,0.3
Massachusetts,Massachusetts,2012,Otheropioids,243,3.7
Massachusetts,Massachusetts,2012,Heroin,246,3.7
Massachusetts,Massachusetts,2012,Fentanyl,67,1
Massachusetts,Massachusetts,2013,Meth,29,0.4
Massachusetts,Massachusetts,2013,Heroin,288,4.3
Massachusetts,Massachusetts,2013,Otheropioids,261,3.9
Massachusetts,Massachusetts,2013,Fentanyl,98,1.5
Massachusetts,Massachusetts,2014,Heroin,469,7
Massachusetts,Massachusetts,2014,Otheropioids,258,3.8
Massachusetts,Massachusetts,2014,Meth,43,0.6
Massachusetts,Massachusetts,2014,Fentanyl,453,6.7
Massachusetts,Massachusetts,2015,Otheropioids,298,4.4
Massachusetts,Massachusetts,2015,Fentanyl,949,14
Massachusetts,Massachusetts,2015,Heroin,634,9.3
Massachusetts,Massachusetts,2015,Meth,43,0.6
Massachusetts,Massachusetts,2016,Meth,45,0.7
Massachusetts,Massachusetts,2016,Fentanyl,1550,22.8
Massachusetts,Massachusetts,2016,Heroin,630,9.2
Massachusetts,Massachusetts,2016,Otheropioids,351,5.2
Massachusetts,Massachusetts,2017,Meth,64,0.9
Massachusetts,Massachusetts,2017,Otheropioids,321,4.7
Massachusetts,Massachusetts,2017,Fentanyl,1649,24
Massachusetts,Massachusetts,2017,Heroin,466,6.8
Massachusetts,Massachusetts,2018,Heroin,475,6.9
Massachusetts,Massachusetts,2018,Fentanyl,1806,26.2
Massachusetts,Massachusetts,2018,Otheropioids,331,4.8
Massachusetts,Massachusetts,2018,Meth,73,1.1
Massachusetts,Massachusetts,2019,Heroin,375,5.4
Massachusetts,Massachusetts,2019,Meth,104,1.5
Massachusetts,Massachusetts,2019,Otheropioids,288,4.2
Massachusetts,Massachusetts,2019,Fentanyl,1861,27
Massachusetts,Massachusetts,2020,Meth,176,2.6
Massachusetts,Massachusetts,2020,Otheropioids,363,5.3
Massachusetts,Massachusetts,2020,Heroin,221,3.2
Massachusetts,Massachusetts,2020,Fentanyl,1943,28.2
Massachusetts,Massachusetts,2021,Otheropioids,301,4.3
Massachusetts,Massachusetts,2021,Heroin,152,2.2
Massachusetts,Massachusetts,2021,Meth,227,3.2
Massachusetts,Massachusetts,2021,Fentanyl,2178,31.2
Massachusetts,Massachusetts,2022,Fentanyl,2227,31.9
Massachusetts,Massachusetts,2022,Meth,222,3.2
Massachusetts,Massachusetts,2022,Otheropioids,356,5.1
Massachusetts,Massachusetts,2022,Heroin,112,1.6
Illinois,Illinois,1999,Heroin,30,0.2
Illinois,Illinois,1999,Fentanyl,25,0.2
Illinois,Illinois,1999,Otheropioids,71,0.6
Illinois,Illinois,2000,Fentanyl,24,0.2
Illinois,Illinois,2000,Heroin,35,0.3
Illinois,Illinois,2000,Otheropioids,98,0.8
Illinois,Illinois,2001,Fentanyl,34,0.3
Illinois,Illinois,2001,Heroin,37,0.3
Illinois,Illinois,2001,Otheropioids,121,1
Illinois,Illinois,2002,Otheropioids,141,1.1
Illinois,Illinois,2002,Heroin,48,0.4
Illinois,Illinois,2002,Meth,10,0.1
Illinois,Illinois,2002,Fentanyl,40,0.3
Illinois,Illinois,2003,Otheropioids,123,1
Illinois,Illinois,2003,Fentanyl,32,0.3
Illinois,Illinois,2003,Heroin,20,0.2
Illinois,Illinois,2004,Otheropioids,140,1.1
Illinois,Illinois,2004,Fentanyl,38,0.3
Illinois,Illinois,2004,Meth,14,0.1
Illinois,Illinois,2004,Heroin,36,0.3
Illinois,Illinois,2005,Fentanyl,59,0.5
Illinois,Illinois,2005,Meth,11,0.1
Illinois,Illinois,2005,Heroin,49,0.4
Illinois,Illinois,2005,Otheropioids,171,1.4
Illinois,Illinois,2006,Fentanyl,375,3
Illinois,Illinois,2006,Heroin,63,0.5
Illinois,Illinois,2006,Otheropioids,193,1.5
Illinois,Illinois,2007,Meth,11,0.1
Illinois,Illinois,2007,Fentanyl,101,0.8
Illinois,Illinois,2007,Otheropioids,234,1.8
Illinois,Illinois,2007,Heroin,63,0.5
Illinois,Illinois,2008,Otheropioids,251,2
Illinois,Illinois,2008,Fentanyl,83,0.7
Illinois,Illinois,2008,Meth,15,0.1
Illinois,Illinois,2008,Heroin,107,0.8
Illinois,Illinois,2009,Heroin,116,0.9
Illinois,Illinois,2009,Meth,19,0.1
Illinois,Illinois,2009,Fentanyl,111,0.9
Illinois,Illinois,2009,Otheropioids,276,2.2
Illinois,Illinois,2010,Meth,12,0.1
Illinois,Illinois,2010,Otheropioids,250,1.9
Illinois,Illinois,2010,Heroin,150,1.2
Illinois,Illinois,2010,Fentanyl,115,0.9
Illinois,Illinois,2011,Otheropioids,239,1.9
Illinois,Illinois,2011,Fentanyl,86,0.7
Illinois,Illinois,2011,Heroin,168,1.3
Illinois,Illinois,2011,Meth,13,0.1
Illinois,Illinois,2012,Meth,22,0.2
Illinois,Illinois,2012,Heroin,269,2.1
Illinois,Illinois,2012,Otheropioids,269,2.1
Illinois,Illinois,2012,Fentanyl,84,0.7
Illinois,Illinois,2013,Otheropioids,273,2.1
Illinois,Illinois,2013,Meth,24,0.2
Illinois,Illinois,2013,Heroin,583,4.5
Illinois,Illinois,2013,Fentanyl,87,0.7
Illinois,Illinois,2014,Meth,45,0.3
Illinois,Illinois,2014,Otheropioids,343,2.7
Illinois,Illinois,2014,Heroin,711,5.5
Illinois,Illinois,2014,Fentanyl,127,1
Illinois,Illinois,2015,Otheropioids,351,2.7
Illinois,Illinois,2015,Fentanyl,278,2.2
Illinois,Illinois,2015,Meth,60,0.5
Illinois,Illinois,2015,Heroin,844,6.6
Illinois,Illinois,2016,Meth,112,0.9
Illinois,Illinois,2016,Fentanyl,907,7.1
Illinois,Illinois,2016,Heroin,1040,8.1
Illinois,Illinois,2016,Otheropioids,479,3.7
Illinois,Illinois,2017,Meth,171,1.3
Illinois,Illinois,2017,Otheropioids,623,4.9
Illinois,Illinois,2017,Fentanyl,1251,9.8
Illinois,Illinois,2017,Heroin,1187,9.3
Illinois,Illinois,2018,Heroin,1050,8.2
Illinois,Illinois,2018,Fentanyl,1568,12.3
Illinois,Illinois,2018,Otheropioids,539,4.2
Illinois,Illinois,2018,Meth,255,2
Illinois,Illinois,2019,Heroin,978,7.7
Illinois,Illinois,2019,Otheropioids,545,4.3
Illinois,Illinois,2019,Meth,257,2
Illinois,Illinois,2019,Fentanyl,1706,13.5
Illinois,Illinois,2020,Meth,431,3.4
Illinois,Illinois,2020,Otheropioids,696,5.5
Illinois,Illinois,2020,Heroin,1052,8.4
Illinois,Illinois,2020,Fentanyl,2471,19.6
Illinois,Illinois,2021,Otheropioids,655,5.2
Illinois,Illinois,2021,Heroin,761,6
Illinois,Illinois,2021,Meth,546,4.3
Illinois,Illinois,2021,Fentanyl,2706,21.4
Illinois,Illinois,2022,Fentanyl,2918,23
Illinois,Illinois,2022,Heroin,535,4.2
Illinois,Illinois,2022,Meth,544,4.3
Illinois,Illinois,2022,Otheropioids,561,4.4
"Washington, D.C.","Washington, D.C.",1999,Heroin,19,3.3
"Washington, D.C.","Washington, D.C.",2003,Otheropioids,14,2.5
"Washington, D.C.","Washington, D.C.",2004,Otheropioids,24,4.2
"Washington, D.C.","Washington, D.C.",2005,Otheropioids,16,2.8
"Washington, D.C.","Washington, D.C.",2006,Otheropioids,24,4.2
"Washington, D.C.","Washington, D.C.",2007,Otheropioids,10,1.7
"Washington, D.C.","Washington, D.C.",2008,Otheropioids,17,2.9
"Washington, D.C.","Washington, D.C.",2010,Otheropioids,13,2.2
"Washington, D.C.","Washington, D.C.",2010,Heroin,16,2.7
"Washington, D.C.","Washington, D.C.",2011,Otheropioids,22,3.6
"Washington, D.C.","Washington, D.C.",2011,Heroin,23,3.7
"Washington, D.C.","Washington, D.C.",2012,Heroin,25,4
"Washington, D.C.","Washington, D.C.",2012,Otheropioids,18,2.8
"Washington, D.C.","Washington, D.C.",2013,Otheropioids,17,2.6
"Washington, D.C.","Washington, D.C.",2013,Heroin,35,5.4
"Washington, D.C.","Washington, D.C.",2014,Otheropioids,23,3.5
"Washington, D.C.","Washington, D.C.",2014,Fentanyl,13,2
"Washington, D.C.","Washington, D.C.",2014,Heroin,37,5.6
"Washington, D.C.","Washington, D.C.",2015,Otheropioids,26,3.9
"Washington, D.C.","Washington, D.C.",2015,Fentanyl,26,3.9
"Washington, D.C.","Washington, D.C.",2015,Heroin,67,10
"Washington, D.C.","Washington, D.C.",2016,Heroin,122,17.9
"Washington, D.C.","Washington, D.C.",2016,Fentanyl,129,18.9
"Washington, D.C.","Washington, D.C.",2016,Otheropioids,66,9.7
"Washington, D.C.","Washington, D.C.",2017,Otheropioids,58,8.4
"Washington, D.C.","Washington, D.C.",2017,Fentanyl,182,26.2
"Washington, D.C.","Washington, D.C.",2017,Heroin,127,18.3
"Washington, D.C.","Washington, D.C.",2018,Heroin,79,11.2
"Washington, D.C.","Washington, D.C.",2018,Fentanyl,162,23.1
"Washington, D.C.","Washington, D.C.",2018,Otheropioids,41,5.8
"Washington, D.C.","Washington, D.C.",2018,Meth,11,1.6
"Washington, D.C.","Washington, D.C.",2019,Heroin,85,12
"Washington, D.C.","Washington, D.C.",2019,Otheropioids,36,5.1
"Washington, D.C.","Washington, D.C.",2019,Meth,12,1.7
"Washington, D.C.","Washington, D.C.",2019,Fentanyl,216,30.6
"Washington, D.C.","Washington, D.C.",2020,Meth,10,1.4
"Washington, D.C.","Washington, D.C.",2020,Otheropioids,65,9.1
"Washington, D.C.","Washington, D.C.",2020,Heroin,86,12.1
"Washington, D.C.","Washington, D.C.",2020,Fentanyl,315,44.2
"Washington, D.C.","Washington, D.C.",2021,Heroin,50,7.5
"Washington, D.C.","Washington, D.C.",2021,Otheropioids,44,6.6
"Washington, D.C.","Washington, D.C.",2021,Meth,10,1.5
"Washington, D.C.","Washington, D.C.",2021,Fentanyl,330,49.3
"Washington, D.C.","Washington, D.C.",2022,Fentanyl,327,48.8
"Washington, D.C.","Washington, D.C.",2022,Heroin,39,5.8
"Washington, D.C.","Washington, D.C.",2022,Meth,14,2.1
"Washington, D.C.","Washington, D.C.",2022,Otheropioids,49,7.3
Delaware,Delaware,1999,Heroin,14,1.8
Delaware,Delaware,2001,Otheropioids,14,1.8
Delaware,Delaware,2002,Heroin,14,1.7
Delaware,Delaware,2002,Otheropioids,25,3.1
Delaware,Delaware,2003,Otheropioids,24,2.9
Delaware,Delaware,2004,Otheropioids,20,2.4
Delaware,Delaware,2005,Otheropioids,18,2.1
Delaware,Delaware,2006,Fentanyl,12,1.4
Delaware,Delaware,2006,Otheropioids,21,2.4
Delaware,Delaware,2007,Heroin,10,1.1
Delaware,Delaware,2007,Otheropioids,30,3.4
Delaware,Delaware,2008,Otheropioids,45,5.1
Delaware,Delaware,2009,Fentanyl,19,2.1
Delaware,Delaware,2009,Otheropioids,58,6.5
Delaware,Delaware,2010,Otheropioids,64,7.1
Delaware,Delaware,2010,Heroin,16,1.8
Delaware,Delaware,2010,Fentanyl,14,1.6
Delaware,Delaware,2011,Otheropioids,79,8.7
Delaware,Delaware,2011,Fentanyl,13,1.4
Delaware,Delaware,2011,Heroin,15,1.7
Delaware,Delaware,2012,Heroin,20,2.2
Delaware,Delaware,2012,Otheropioids,45,4.9
Delaware,Delaware,2012,Fentanyl,17,1.9
Delaware,Delaware,2013,Heroin,39,4.2
Delaware,Delaware,2013,Otheropioids,52,5.6
Delaware,Delaware,2013,Fentanyl,22,2.4
Delaware,Delaware,2014,Otheropioids,59,6.3
Delaware,Delaware,2014,Fentanyl,29,3.1
Delaware,Delaware,2014,Heroin,54,5.8
Delaware,Delaware,2015,Otheropioids,48,5.1
Delaware,Delaware,2015,Fentanyl,38,4
Delaware,Delaware,2015,Heroin,64,6.8
Delaware,Delaware,2016,Heroin,56,5.9
Delaware,Delaware,2016,Fentanyl,79,8.3
Delaware,Delaware,2016,Otheropioids,41,4.3
Delaware,Delaware,2017,Otheropioids,78,8.1
Delaware,Delaware,2017,Fentanyl,178,18.5
Delaware,Delaware,2017,Heroin,121,12.6
Delaware,Delaware,2018,Heroin,143,14.8
Delaware,Delaware,2018,Fentanyl,296,30.6
Delaware,Delaware,2018,Otheropioids,82,8.5
Delaware,Delaware,2018,Meth,14,1.4
Delaware,Delaware,2019,Heroin,109,11.2
Delaware,Delaware,2019,Otheropioids,75,7.7
Delaware,Delaware,2019,Meth,28,2.9
Delaware,Delaware,2019,Fentanyl,343,35.2
Delaware,Delaware,2020,Meth,52,5.3
Delaware,Delaware,2020,Otheropioids,82,8.3
Delaware,Delaware,2020,Heroin,91,9.2
Delaware,Delaware,2020,Fentanyl,361,36.6
Delaware,Delaware,2021,Heroin,67,6.7
Delaware,Delaware,2021,Otheropioids,83,8.3
Delaware,Delaware,2021,Fentanyl,411,41
Delaware,Delaware,2021,Meth,56,5.6
Delaware,Delaware,2022,Fentanyl,457,45.5
Delaware,Delaware,2022,Heroin,53,5.3
Delaware,Delaware,2022,Meth,71,7.1
Delaware,Delaware,2022,Otheropioids,66,6.6
Colorado,Colorado,1999,Heroin,42,1
Colorado,Colorado,1999,Meth,16,0.4
Colorado,Colorado,1999,Fentanyl,21,0.5
Colorado,Colorado,1999,Otheropioids,55,1.3
Colorado,Colorado,2000,Fentanyl,25,0.6
Colorado,Colorado,2000,Meth,17,0.4
Colorado,Colorado,2000,Heroin,38,0.9
Colorado,Colorado,2000,Otheropioids,71,1.7
Colorado,Colorado,2001,Fentanyl,19,0.4
Colorado,Colorado,2001,Heroin,23,0.5
Colorado,Colorado,2001,Otheropioids,109,2.5
Colorado,Colorado,2001,Meth,23,0.5
Colorado,Colorado,2002,Heroin,28,0.6
Colorado,Colorado,2002,Meth,13,0.3
Colorado,Colorado,2002,Fentanyl,30,0.7
Colorado,Colorado,2002,Otheropioids,95,2.1
Colorado,Colorado,2003,Otheropioids,101,2.2
Colorado,Colorado,2003,Fentanyl,22,0.5
Colorado,Colorado,2003,Meth,33,0.7
Colorado,Colorado,2003,Heroin,21,0.5
Colorado,Colorado,2004,Otheropioids,119,2.6
Colorado,Colorado,2004,Meth,30,0.7
Colorado,Colorado,2004,Fentanyl,22,0.5
Colorado,Colorado,2004,Heroin,23,0.5
Colorado,Colorado,2005,Fentanyl,35,0.8
Colorado,Colorado,2005,Meth,53,1.1
Colorado,Colorado,2005,Heroin,41,0.9
Colorado,Colorado,2005,Otheropioids,152,3.3
Colorado,Colorado,2006,Heroin,39,0.8
Colorado,Colorado,2006,Fentanyl,27,0.6
Colorado,Colorado,2006,Meth,36,0.8
Colorado,Colorado,2006,Otheropioids,178,3.8
Colorado,Colorado,2007,Fentanyl,44,0.9
Colorado,Colorado,2007,Meth,43,0.9
Colorado,Colorado,2007,Heroin,39,0.8
Colorado,Colorado,2007,Otheropioids,236,4.9
Colorado,Colorado,2008,Meth,39,0.8
Colorado,Colorado,2008,Otheropioids,216,4.4
Colorado,Colorado,2008,Fentanyl,39,0.8
Colorado,Colorado,2008,Heroin,48,1
Colorado,Colorado,2009,Heroin,70,1.4
Colorado,Colorado,2009,Fentanyl,68,1.4
Colorado,Colorado,2009,Meth,39,0.8
Colorado,Colorado,2009,Otheropioids,222,4.5
Colorado,Colorado,2010,Meth,39,0.8
Colorado,Colorado,2010,Heroin,46,0.9
Colorado,Colorado,2010,Otheropioids,176,3.5
Colorado,Colorado,2010,Fentanyl,58,1.2
Colorado,Colorado,2011,Otheropioids,254,5
Colorado,Colorado,2011,Fentanyl,78,1.5
Colorado,Colorado,2011,Heroin,79,1.5
Colorado,Colorado,2011,Meth,64,1.3
Colorado,Colorado,2012,Meth,60,1.2
Colorado,Colorado,2012,Heroin,91,1.8
Colorado,Colorado,2012,Fentanyl,52,1
Colorado,Colorado,2012,Otheropioids,258,5
Colorado,Colorado,2013,Meth,98,1.9
Colorado,Colorado,2013,Heroin,120,2.3
Colorado,Colorado,2013,Otheropioids,249,4.7
Colorado,Colorado,2013,Fentanyl,67,1.3
Colorado,Colorado,2014,Meth,118,2.2
Colorado,Colorado,2014,Otheropioids,298,5.6
Colorado,Colorado,2014,Fentanyl,80,1.5
Colorado,Colorado,2014,Heroin,156,2.9
Colorado,Colorado,2015,Fentanyl,64,1.2
Colorado,Colorado,2015,Otheropioids,288,5.3
Colorado,Colorado,2015,Heroin,159,2.9
Colorado,Colorado,2015,Meth,140,2.6
Colorado,Colorado,2016,Meth,200,3.6
Colorado,Colorado,2016,Heroin,234,4.2
Colorado,Colorado,2016,Fentanyl,72,1.3
Colorado,Colorado,2016,Otheropioids,258,4.7
Colorado,Colorado,2017,Meth,301,5.4
Colorado,Colorado,2017,Otheropioids,300,5.4
Colorado,Colorado,2017,Fentanyl,112,2
Colorado,Colorado,2017,Heroin,224,4
Colorado,Colorado,2018,Heroin,233,4.1
Colorado,Colorado,2018,Fentanyl,134,2.4
Colorado,Colorado,2018,Otheropioids,268,4.7
Colorado,Colorado,2018,Meth,326,5.7
Colorado,Colorado,2019,Heroin,215,3.7
Colorado,Colorado,2019,Otheropioids,258,4.5
Colorado,Colorado,2019,Meth,353,6.1
Colorado,Colorado,2019,Fentanyl,255,4.4
Colorado,Colorado,2020,Meth,535,9.2
Colorado,Colorado,2020,Otheropioids,323,5.6
Colorado,Colorado,2020,Heroin,220,3.8
Colorado,Colorado,2020,Fentanyl,590,10.2
Colorado,Colorado,2021,Heroin,189,3.3
Colorado,Colorado,2021,Fentanyl,973,16.7
Colorado,Colorado,2021,Otheropioids,333,5.7
Colorado,Colorado,2021,Meth,752,12.9
Colorado,Colorado,2022,Fentanyl,971,16.7
Colorado,Colorado,2022,Heroin,64,1.1
Colorado,Colorado,2022,Meth,711,12.2
Colorado,Colorado,2022,Otheropioids,266,4.6
California,California,1999,Heroin,468,1.4
California,California,1999,Meth,228,0.7
California,California,1999,Fentanyl,87,0.3
California,California,1999,Otheropioids,994,3
California,California,2000,Heroin,330,1
California,California,2000,Fentanyl,68,0.2
California,California,2000,Meth,200,0.6
California,California,2000,Otheropioids,673,2
California,California,2001,Fentanyl,31,0.1
California,California,2001,Heroin,220,0.6
California,California,2001,Otheropioids,353,1
California,California,2001,Meth,107,0.3
California,California,2002,Heroin,361,1
California,California,2002,Meth,371,1.1
California,California,2002,Fentanyl,117,0.3
California,California,2002,Otheropioids,1011,2.9
California,California,2003,Otheropioids,935,2.7
California,California,2003,Heroin,351,1
California,California,2003,Fentanyl,119,0.3
California,California,2003,Meth,457,1.3
California,California,2004,Otheropioids,928,2.6
California,California,2004,Meth,445,1.3
California,California,2004,Fentanyl,140,0.4
California,California,2004,Heroin,286,0.8
California,California,2005,Fentanyl,123,0.3
California,California,2005,Heroin,251,0.7
California,California,2005,Meth,528,1.5
California,California,2005,Otheropioids,949,2.6
California,California,2006,Heroin,274,0.8
California,California,2006,Fentanyl,154,0.4
California,California,2006,Meth,504,1.4
California,California,2006,Otheropioids,1037,2.9
California,California,2007,Fentanyl,138,0.4
California,California,2007,Meth,478,1.3
California,California,2007,Heroin,291,0.8
California,California,2007,Otheropioids,1182,3.3
California,California,2008,Meth,460,1.3
California,California,2008,Fentanyl,155,0.4
California,California,2008,Otheropioids,1347,3.7
California,California,2008,Heroin,325,0.9
California,California,2009,Heroin,352,1
California,California,2009,Meth,527,1.4
California,California,2009,Fentanyl,201,0.5
California,California,2009,Otheropioids,1495,4
California,California,2010,Meth,569,1.5
California,California,2010,Otheropioids,1431,3.8
California,California,2010,Heroin,326,0.9
California,California,2010,Fentanyl,205,0.6
California,California,2011,Otheropioids,1472,3.9
California,California,2011,Fentanyl,164,0.4
California,California,2011,Heroin,364,1
California,California,2011,Meth,666,1.8
California,California,2012,Meth,778,2
California,California,2012,Heroin,362,1
California,California,2012,Fentanyl,146,0.4
California,California,2012,Otheropioids,1233,3.2
California,California,2013,Meth,1042,2.7
California,California,2013,Heroin,486,1.3
California,California,2013,Otheropioids,1305,3.4
California,California,2013,Fentanyl,176,0.5
California,California,2014,Otheropioids,1315,3.4
California,California,2014,Meth,1141,2.9
California,California,2014,Heroin,561,1.4
California,California,2014,Fentanyl,194,0.5
California,California,2015,Fentanyl,229,0.6
California,California,2015,Otheropioids,1248,3.2
California,California,2015,Heroin,593,1.5
California,California,2015,Meth,1470,3.8
California,California,2016,Meth,1579,4
California,California,2016,Heroin,587,1.5
California,California,2016,Fentanyl,355,0.9
California,California,2016,Otheropioids,1172,3
California,California,2017,Meth,1916,4.8
California,California,2017,Otheropioids,1169,3
California,California,2017,Fentanyl,536,1.4
California,California,2017,Heroin,715,1.8
California,California,2018,Heroin,778,2
California,California,2018,Fentanyl,865,2.2
California,California,2018,Otheropioids,1084,2.7
California,California,2018,Meth,2404,6.1
California,California,2019,Heroin,964,2.4
California,California,2019,Otheropioids,1073,2.7
California,California,2019,Meth,2862,7.2
California,California,2019,Fentanyl,1675,4.2
California,California,2020,Meth,4411,11.2
California,California,2020,Otheropioids,1208,3.1
California,California,2020,Heroin,1002,2.5
California,California,2020,Fentanyl,4009,10.2
California,California,2021,Heroin,779,2
California,California,2021,Otheropioids,1240,3.2
California,California,2021,Meth,5742,14.6
California,California,2021,Fentanyl,6060,15.4
California,California,2022,Fentanyl,6627,16.9
California,California,2022,Heroin,512,1.3
California,California,2022,Meth,5938,15.1
California,California,2022,Otheropioids,1131,2.9
Arizona,Arizona,1999,Heroin,23,0.5
Arizona,Arizona,1999,Fentanyl,22,0.4
Arizona,Arizona,1999,Meth,27,0.5
Arizona,Arizona,1999,Otheropioids,97,1.9
Arizona,Arizona,2000,Fentanyl,17,0.3
Arizona,Arizona,2000,Heroin,14,0.3
Arizona,Arizona,2000,Meth,27,0.5
Arizona,Arizona,2000,Otheropioids,103,2
Arizona,Arizona,2001,Fentanyl,20,0.4
Arizona,Arizona,2001,Heroin,23,0.4
Arizona,Arizona,2001,Otheropioids,109,2.1
Arizona,Arizona,2001,Meth,52,1
Arizona,Arizona,2002,Heroin,24,0.4
Arizona,Arizona,2002,Meth,49,0.9
Arizona,Arizona,2002,Otheropioids,177,3.3
Arizona,Arizona,2002,Fentanyl,21,0.4
Arizona,Arizona,2003,Otheropioids,197,3.6
Arizona,Arizona,2003,Fentanyl,22,0.4
Arizona,Arizona,2003,Heroin,64,1.2
Arizona,Arizona,2003,Meth,68,1.2
Arizona,Arizona,2004,Otheropioids,200,3.5
Arizona,Arizona,2004,Meth,82,1.5
Arizona,Arizona,2004,Fentanyl,28,0.5
Arizona,Arizona,2004,Heroin,40,0.7
Arizona,Arizona,2005,Fentanyl,35,0.6
Arizona,Arizona,2005,Heroin,32,0.5
Arizona,Arizona,2005,Meth,98,1.7
Arizona,Arizona,2005,Otheropioids,245,4.2
Arizona,Arizona,2006,Heroin,52,0.9
Arizona,Arizona,2006,Fentanyl,54,0.9
Arizona,Arizona,2006,Meth,107,1.8
Arizona,Arizona,2006,Otheropioids,261,4.3
Arizona,Arizona,2007,Fentanyl,38,0.6
Arizona,Arizona,2007,Meth,107,1.7
Arizona,Arizona,2007,Heroin,51,0.8
Arizona,Arizona,2007,Otheropioids,290,4.7
Arizona,Arizona,2008,Otheropioids,328,5.2
Arizona,Arizona,2008,Fentanyl,49,0.8
Arizona,Arizona,2008,Meth,81,1.3
Arizona,Arizona,2008,Heroin,63,1
Arizona,Arizona,2009,Heroin,84,1.3
Arizona,Arizona,2009,Fentanyl,55,0.9
Arizona,Arizona,2009,Meth,99,1.6
Arizona,Arizona,2009,Otheropioids,394,6.2
Arizona,Arizona,2010,Meth,107,1.7
Arizona,Arizona,2010,Heroin,90,1.4
Arizona,Arizona,2010,Otheropioids,412,6.4
Arizona,Arizona,2010,Fentanyl,68,1.1
Arizona,Arizona,2011,Otheropioids,352,5.4
Arizona,Arizona,2011,Fentanyl,40,0.6
Arizona,Arizona,2011,Heroin,117,1.8
Arizona,Arizona,2011,Meth,126,1.9
Arizona,Arizona,2012,Meth,126,1.9
Arizona,Arizona,2012,Heroin,101,1.5
Arizona,Arizona,2012,Fentanyl,36,0.5
Arizona,Arizona,2012,Otheropioids,367,5.6
Arizona,Arizona,2013,Meth,185,2.8
Arizona,Arizona,2013,Heroin,146,2.2
Arizona,Arizona,2013,Otheropioids,309,4.7
Arizona,Arizona,2013,Fentanyl,52,0.8
Arizona,Arizona,2014,Otheropioids,342,5.1
Arizona,Arizona,2014,Meth,229,3.4
Arizona,Arizona,2014,Fentanyl,57,0.8
Arizona,Arizona,2014,Heroin,197,2.9
Arizona,Arizona,2015,Fentanyl,72,1.1
Arizona,Arizona,2015,Otheropioids,362,5.3
Arizona,Arizona,2015,Heroin,247,3.6
Arizona,Arizona,2015,Meth,333,4.9
Arizona,Arizona,2016,Meth,454,6.6
Arizona,Arizona,2016,Heroin,299,4.3
Arizona,Arizona,2016,Fentanyl,123,1.8
Arizona,Arizona,2016,Otheropioids,380,5.5
Arizona,Arizona,2017,Meth,572,8.2
Arizona,Arizona,2017,Otheropioids,414,5.9
Arizona,Arizona,2017,Fentanyl,267,3.8
Arizona,Arizona,2017,Heroin,334,4.8
Arizona,Arizona,2018,Heroin,352,4.9
Arizona,Arizona,2018,Fentanyl,522,7.3
Arizona,Arizona,2018,Otheropioids,362,5
Arizona,Arizona,2018,Meth,577,8
Arizona,Arizona,2019,Fentanyl,796,10.9
Arizona,Arizona,2019,Heroin,271,3.7
Arizona,Arizona,2019,Otheropioids,364,5
Arizona,Arizona,2019,Meth,717,9.9
Arizona,Arizona,2020,Meth,1015,13.7
Arizona,Arizona,2020,Otheropioids,389,5.2
Arizona,Arizona,2020,Heroin,217,2.9
Arizona,Arizona,2020,Fentanyl,1476,19.9
Arizona,Arizona,2021,Heroin,112,1.5
Arizona,Arizona,2021,Otheropioids,327,4.5
Arizona,Arizona,2021,Meth,1257,17.3
Arizona,Arizona,2021,Fentanyl,1753,24.1
Arizona,Arizona,2022,Fentanyl,1735,23.8
Arizona,Arizona,2022,Heroin,55,0.8
Arizona,Arizona,2022,Meth,1343,18.5
Arizona,Arizona,2022,Otheropioids,292,4
Florida,Florida,1999,Heroin,124,0.8
Florida,Florida,1999,Meth,24,0.2
Florida,Florida,1999,Fentanyl,59,0.4
Florida,Florida,1999,Otheropioids,190,1.2
Florida,Florida,2000,Fentanyl,84,0.5
Florida,Florida,2000,Meth,23,0.1
Florida,Florida,2000,Heroin,170,1.1
Florida,Florida,2000,Otheropioids,280,1.8
Florida,Florida,2001,Fentanyl,117,0.7
Florida,Florida,2001,Heroin,202,1.2
Florida,Florida,2001,Otheropioids,545,3.3
Florida,Florida,2001,Meth,47,0.3
Florida,Florida,2002,Heroin,206,1.2
