jurisdiction,state,month,deaths,crude_rate
"Washington, D.C.","Washington, D.C.",2023-12-01,49,7.1
Brevard County,Florida,2023-12-01,14,2.2
Broward County,Florida,2023-12-01,45,2.2
Duval County,Florida,2023-12-01,35,3.4
Hillsborough County,Florida,2023-12-01,43,2.8
Miami-Dade County,Florida,2023-12-01,22,0.8
Orange County,Florida,2023-12-01,35,2.3
Palm Beach County,Florida,2023-12-01,41,2.6
Pinellas County,Florida,2023-12-01,32,3.3
Fulton County,Georgia,2023-12-01,34,3.1
Honolulu County,Hawaii,2023-12-01,14,1.4
Cook County,Illinois,2023-12-01,150,2.9
Marion County,Indiana,2023-12-01,52,5.3
Sedgwick County,Kansas,2023-12-01,12,2.3
Jefferson County,Kentucky,2023-12-01,52,6.6
Orleans Parish,Louisiana,2023-12-01,41,11.2
Baltimore city,Maryland,2023-12-01,91,16
Suffolk County,Massachusetts,2023-12-01,40,5.1
Wayne County,Michigan,2023-12-01,77,4.4
Hennepin County,Minnesota,2023-12-01,42,3.3
Ramsey County,Minnesota,2023-12-01,18,3.3
Jackson County,Missouri,2023-12-01,27,3.7
St. Louis County,Missouri,2023-12-01,26,2.6
St. Louis city,Missouri,2023-12-01,22,7.8
Clark County,Nevada,2023-12-01,75,3.2
Washoe County,Nevada,2023-12-01,24,4.8
Essex County,New Jersey,2023-12-01,27,3.1
Bernalillo County,New Mexico,2023-12-01,36,5.4
Bronx County,New York,2023-12-01,68,4.9
Erie County,New York,2023-12-01,26,2.7
Kings County,New York,2023-12-01,72,2.8
Monroe County,New York,2023-12-01,49,6.5
New York County,New York,2023-12-01,52,3.2
Queens County,New York,2023-12-01,40,1.7
Suffolk County,New York,2023-12-01,36,2.4
Mecklenburg County,North Carolina,2023-12-01,25,2.1
Cuyahoga County,Ohio,2023-12-01,36,2.9
Franklin County,Ohio,2023-12-01,69,5.2
Montgomery County,Ohio,2023-12-01,17,3.2
Oklahoma County,Oklahoma,2023-12-01,30,3.7
Tulsa County,Oklahoma,2023-12-01,32,4.7
Allegheny County,Pennsylvania,2023-12-01,53,4.3
Philadelphia County,Pennsylvania,2023-12-01,105,6.7
Davidson County,Tennessee,2023-12-01,55,7.6
Knox County,Tennessee,2023-12-01,44,8.8
Shelby County,Tennessee,2023-12-01,29,3.2
Bexar County,Texas,2023-12-01,34,1.6
Dallas County,Texas,2023-12-01,51,1.9
Harris County,Texas,2023-12-01,85,1.7
Tarrant County,Texas,2023-12-01,35,1.6
Travis County,Texas,2023-12-01,32,2.4
Salt Lake County,Utah,2023-12-01,31,2.6
King County,Washington,2023-12-01,85,3.7
Pierce County,Washington,2023-12-01,41,4.4
Snohomish County,Washington,2023-12-01,27,3.2
Spokane County,Washington,2023-12-01,29,5.2
Milwaukee County,Wisconsin,2023-12-01,41,4.4
Jefferson County,Alabama,2024-01-01,38,5.7
Anchorage Borough,Alaska,2024-01-01,29,10
Maricopa County,Arizona,2024-01-01,102,2.2
Pima County,Arizona,2024-01-01,42,3.9
Alameda County,California,2024-01-01,41,2.5
Contra Costa County,California,2024-01-01,18,1.5
Fresno County,California,2024-01-01,26,2.5
Kern County,California,2024-01-01,31,3.4
Los Angeles County,California,2024-01-01,197,2
Orange County,California,2024-01-01,61,1.9
Riverside County,California,2024-01-01,55,2.2
Sacramento County,California,2024-01-01,45,2.8
San Bernardino County,California,2024-01-01,39,1.8
San Diego County,California,2024-01-01,59,1.8
San Francisco County,California,2024-01-01,63,7.6
San Joaquin County,California,2024-01-01,21,2.6
Santa Clara County,California,2024-01-01,28,1.5
Ventura County,California,2024-01-01,18,2.2
Adams County,Colorado,2024-01-01,21,3.9
Arapahoe County,Colorado,2024-01-01,17,2.5
Denver County,Colorado,2024-01-01,29,4
El Paso County,Colorado,2024-01-01,20,2.7
Jefferson County,Colorado,2024-01-01,16,2.8
Hartford County,Connecticut,2024-01-01,28,3.1
New Haven County,Connecticut,2024-01-01,28,3.2
New Castle County,Delaware,2024-01-01,23,3.9
"Washington, D.C.","Washington, D.C.",2024-01-01,32,4.6
Brevard County,Florida,2024-01-01,17,2.6
Broward County,Florida,2024-01-01,48,2.4
Duval County,Florida,2024-01-01,46,4.4
Hillsborough County,Florida,2024-01-01,43,2.7
Miami-Dade County,Florida,2024-01-01,30,1.1
Orange County,Florida,2024-01-01,30,2
Palm Beach County,Florida,2024-01-01,19,1.2
Pinellas County,Florida,2024-01-01,42,4.3
Fulton County,Georgia,2024-01-01,31,2.8
Honolulu County,Hawaii,2024-01-01,20,2
Cook County,Illinois,2024-01-01,128,2.5
Marion County,Indiana,2024-01-01,44,4.5
Sedgwick County,Kansas,2024-01-01,23,4.3
Jefferson County,Kentucky,2024-01-01,42,5.3
Orleans Parish,Louisiana,2024-01-01,20,5.5
Baltimore city,Maryland,2024-01-01,87,15.3
Suffolk County,Massachusetts,2024-01-01,42,5.3
Wayne County,Michigan,2024-01-01,68,3.8
Hennepin County,Minnesota,2024-01-01,40,3.1
Ramsey County,Minnesota,2024-01-01,20,3.7
Jackson County,Missouri,2024-01-01,16,2.2
St. Louis County,Missouri,2024-01-01,23,2.3
St. Louis city,Missouri,2024-01-01,38,13.6
Clark County,Nevada,2024-01-01,90,3.8
Washoe County,Nevada,2024-01-01,19,3.7
Essex County,New Jersey,2024-01-01,35,4
Bernalillo County,New Mexico,2024-01-01,32,4.8
Bronx County,New York,2024-01-01,74,5.3
Erie County,New York,2024-01-01,39,4.1
Kings County,New York,2024-01-01,55,2.1
Monroe County,New York,2024-01-01,31,4.1
New York County,New York,2024-01-01,48,2.9
Queens County,New York,2024-01-01,32,1.4
Suffolk County,New York,2024-01-01,38,2.5
Mecklenburg County,North Carolina,2024-01-01,35,2.9
Cuyahoga County,Ohio,2024-01-01,33,2.7
Franklin County,Ohio,2024-01-01,55,4.1
Montgomery County,Ohio,2024-01-01,16,3
Oklahoma County,Oklahoma,2024-01-01,34,4.2
Tulsa County,Oklahoma,2024-01-01,23,3.3
Allegheny County,Pennsylvania,2024-01-01,43,3.5
Philadelphia County,Pennsylvania,2024-01-01,102,6.5
Davidson County,Tennessee,2024-01-01,56,7.7
Knox County,Tennessee,2024-01-01,40,7.9
Shelby County,Tennessee,2024-01-01,32,3.5
Bexar County,Texas,2024-01-01,27,1.3
Dallas County,Texas,2024-01-01,66,2.5
Harris County,Texas,2024-01-01,84,1.7
Tarrant County,Texas,2024-01-01,39,1.7
Travis County,Texas,2024-01-01,28,2.1
Salt Lake County,Utah,2024-01-01,21,1.7
King County,Washington,2024-01-01,94,4
Pierce County,Washington,2024-01-01,41,4.4
Snohomish County,Washington,2024-01-01,22,2.5
Spokane County,Washington,2024-01-01,26,4.7
Milwaukee County,Wisconsin,2024-01-01,42,4.5
Jefferson County,Alabama,2024-02-01,35,5.3
Anchorage Borough,Alaska,2024-02-01,26,9
Maricopa County,Arizona,2024-02-01,110,2.4
Pima County,Arizona,2024-02-01,30,2.8
Alameda County,California,2024-02-01,32,1.9
Contra Costa County,California,2024-02-01,17,1.4
Fresno County,California,2024-02-01,15,1.5
Kern County,California,2024-02-01,24,2.6
Los Angeles County,California,2024-02-01,164,1.7
Orange County,California,2024-02-01,58,1.8
Riverside County,California,2024-02-01,38,1.5
Sacramento County,California,2024-02-01,62,3.8
San Bernardino County,California,2024-02-01,37,1.7
San Diego County,California,2024-02-01,62,1.9
San Francisco County,California,2024-02-01,59,7.1
San Joaquin County,California,2024-02-01,13,1.6
Santa Clara County,California,2024-02-01,29,1.5
Ventura County,California,2024-02-01,14,1.7
Adams County,Colorado,2024-02-01,20,3.7
Arapahoe County,Colorado,2024-02-01,18,2.7
Denver County,Colorado,2024-02-01,43,5.9
El Paso County,Colorado,2024-02-01,16,2.1
Hartford County,Connecticut,2024-02-01,33,3.7
New Haven County,Connecticut,2024-02-01,24,2.8
New Castle County,Delaware,2024-02-01,24,4.1
"Washington, D.C.","Washington, D.C.",2024-02-01,35,5
Brevard County,Florida,2024-02-01,22,3.3
Broward County,Florida,2024-02-01,37,1.8
Duval County,Florida,2024-02-01,33,3.1
Hillsborough County,Florida,2024-02-01,47,3
Miami-Dade County,Florida,2024-02-01,33,1.2
Orange County,Florida,2024-02-01,30,2
Palm Beach County,Florida,2024-02-01,37,2.3
Pinellas County,Florida,2024-02-01,30,3.1
Fulton County,Georgia,2024-02-01,19,1.7
Honolulu County,Hawaii,2024-02-01,12,1.2
Cook County,Illinois,2024-02-01,121,2.3
Marion County,Indiana,2024-02-01,43,4.4
Sedgwick County,Kansas,2024-02-01,18,3.4
Jefferson County,Kentucky,2024-02-01,36,4.5
Orleans Parish,Louisiana,2024-02-01,25,6.9
Baltimore city,Maryland,2024-02-01,74,13
Suffolk County,Massachusetts,2024-02-01,21,2.6
Wayne County,Michigan,2024-02-01,62,3.5
Hennepin County,Minnesota,2024-02-01,23,1.8
Ramsey County,Minnesota,2024-02-01,15,2.8
Jackson County,Missouri,2024-02-01,34,4.7
St. Louis County,Missouri,2024-02-01,25,2.5
St. Louis city,Missouri,2024-02-01,18,6.4
Clark County,Nevada,2024-02-01,77,3.2
Washoe County,Nevada,2024-02-01,23,4.5
Essex County,New Jersey,2024-02-01,35,4
Bernalillo County,New Mexico,2024-02-01,35,5.2
Bronx County,New York,2024-02-01,65,4.7
Erie County,New York,2024-02-01,26,2.7
Kings County,New York,2024-02-01,59,2.3
Monroe County,New York,2024-02-01,38,5.1
New York County,New York,2024-02-01,52,3.1
Queens County,New York,2024-02-01,44,1.9
Suffolk County,New York,2024-02-01,30,2
Mecklenburg County,North Carolina,2024-02-01,18,1.5
Cuyahoga County,Ohio,2024-02-01,29,2.3
Franklin County,Ohio,2024-02-01,46,3.4
Montgomery County,Ohio,2024-02-01,22,4.1
Oklahoma County,Oklahoma,2024-02-01,34,4.2
Tulsa County,Oklahoma,2024-02-01,23,3.3
Allegheny County,Pennsylvania,2024-02-01,39,3.2
Philadelphia County,Pennsylvania,2024-02-01,107,6.8
Davidson County,Tennessee,2024-02-01,41,5.6
Knox County,Tennessee,2024-02-01,38,7.5
Shelby County,Tennessee,2024-02-01,35,3.8
Bexar County,Texas,2024-02-01,40,1.9
Dallas County,Texas,2024-02-01,55,2.1
Harris County,Texas,2024-02-01,89,1.8
Tarrant County,Texas,2024-02-01,39,1.7
Travis County,Texas,2024-02-01,33,2.4
Salt Lake County,Utah,2024-02-01,27,2.2
King County,Washington,2024-02-01,99,4.2
Pierce County,Washington,2024-02-01,40,4.3
Snohomish County,Washington,2024-02-01,34,3.9
Spokane County,Washington,2024-02-01,37,6.7
Milwaukee County,Wisconsin,2024-02-01,47,5.1
Jefferson County,Alabama,2024-03-01,37,5.6
Anchorage Borough,Alaska,2024-03-01,16,5.5
Maricopa County,Arizona,2024-03-01,143,3.1
Pima County,Arizona,2024-03-01,27,2.5
Alameda County,California,2024-03-01,36,2.2
Contra Costa County,California,2024-03-01,17,1.4
Fresno County,California,2024-03-01,27,2.6
Kern County,California,2024-03-01,48,5.2
Los Angeles County,California,2024-03-01,182,1.9
Orange County,California,2024-03-01,54,1.7
Riverside County,California,2024-03-01,63,2.5
Sacramento County,California,2024-03-01,42,2.6
San Bernardino County,California,2024-03-01,38,1.7
San Diego County,California,2024-03-01,62,1.9
San Francisco County,California,2024-03-01,65,7.9
Santa Clara County,California,2024-03-01,22,1.1
Ventura County,California,2024-03-01,16,1.9
Adams County,Colorado,2024-03-01,11,2
Arapahoe County,Colorado,2024-03-01,17,2.5
Denver County,Colorado,2024-03-01,43,5.9
El Paso County,Colorado,2024-03-01,18,2.4
Jefferson County,Colorado,2024-03-01,17,2.9
Hartford County,Connecticut,2024-03-01,30,3.3
New Haven County,Connecticut,2024-03-01,36,4.2
New Castle County,Delaware,2024-03-01,21,3.6
"Washington, D.C.","Washington, D.C.",2024-03-01,38,5.4
Brevard County,Florida,2024-03-01,28,4.3
Broward County,Florida,2024-03-01,44,2.2
Duval County,Florida,2024-03-01,23,2.2
Hillsborough County,Florida,2024-03-01,30,1.9
Miami-Dade County,Florida,2024-03-01,27,1
Orange County,Florida,2024-03-01,36,2.3
Palm Beach County,Florida,2024-03-01,44,2.8
Pinellas County,Florida,2024-03-01,43,4.5
Fulton County,Georgia,2024-03-01,24,2.2
Honolulu County,Hawaii,2024-03-01,19,1.9
Cook County,Illinois,2024-03-01,127,2.5
Marion County,Indiana,2024-03-01,44,4.5
Sedgwick County,Kansas,2024-03-01,16,3
Jefferson County,Kentucky,2024-03-01,32,4
Orleans Parish,Louisiana,2024-03-01,30,8.3
Baltimore city,Maryland,2024-03-01,65,11.4
Suffolk County,Massachusetts,2024-03-01,27,3.4
Wayne County,Michigan,2024-03-01,61,3.4
Hennepin County,Minnesota,2024-03-01,35,2.7
Ramsey County,Minnesota,2024-03-01,14,2.6
Jackson County,Missouri,2024-03-01,22,3
St. Louis County,Missouri,2024-03-01,17,1.7
St. Louis city,Missouri,2024-03-01,26,9.3
Clark County,Nevada,2024-03-01,81,3.4
Washoe County,Nevada,2024-03-01,19,3.7
Essex County,New Jersey,2024-03-01,22,2.5
Bernalillo County,New Mexico,2024-03-01,27,4
Bronx County,New York,2024-03-01,52,3.8
Erie County,New York,2024-03-01,44,4.6
Kings County,New York,2024-03-01,45,1.7
Monroe County,New York,2024-03-01,23,3.1
New York County,New York,2024-03-01,44,2.6
Queens County,New York,2024-03-01,37,1.6
Suffolk County,New York,2024-03-01,38,2.5
Mecklenburg County,North Carolina,2024-03-01,36,3
Cuyahoga County,Ohio,2024-03-01,33,2.7
Franklin County,Ohio,2024-03-01,56,4.1
Montgomery County,Ohio,2024-03-01,23,4.3
Oklahoma County,Oklahoma,2024-03-01,23,2.8
Tulsa County,Oklahoma,2024-03-01,20,2.9
Allegheny County,Pennsylvania,2024-03-01,32,2.6
Philadelphia County,Pennsylvania,2024-03-01,87,5.5
Davidson County,Tennessee,2024-03-01,37,5.1
Knox County,Tennessee,2024-03-01,28,5.5
Shelby County,Tennessee,2024-03-01,27,3
Bexar County,Texas,2024-03-01,28,1.3
Dallas County,Texas,2024-03-01,55,2.1
Harris County,Texas,2024-03-01,93,1.9
Tarrant County,Texas,2024-03-01,34,1.5
Travis County,Texas,2024-03-01,27,2
Salt Lake County,Utah,2024-03-01,24,2
King County,Washington,2024-03-01,97,4.1
Pierce County,Washington,2024-03-01,37,3.9
Snohomish County,Washington,2024-03-01,21,2.4
Spokane County,Washington,2024-03-01,26,4.7
Milwaukee County,Wisconsin,2024-03-01,38,4.1
Jefferson County,Alabama,2024-04-01,23,3.5
Anchorage Borough,Alaska,2024-04-01,20,6.9
Maricopa County,Arizona,2024-04-01,116,2.5
Pima County,Arizona,2024-04-01,31,2.9
Alameda County,California,2024-04-01,36,2.2
Contra Costa County,California,2024-04-01,18,1.5
Fresno County,California,2024-04-01,23,2.2
Kern County,California,2024-04-01,28,3
Los Angeles County,California,2024-04-01,152,1.6
Orange County,California,2024-04-01,46,1.5
Riverside County,California,2024-04-01,63,2.5
Sacramento County,California,2024-04-01,54,3.4
San Bernardino County,California,2024-04-01,43,1.9
San Diego County,California,2024-04-01,58,1.8
San Francisco County,California,2024-04-01,53,6.4
San Joaquin County,California,2024-04-01,13,1.6
Santa Clara County,California,2024-04-01,30,1.6
Ventura County,California,2024-04-01,11,1.3
Adams County,Colorado,2024-04-01,19,3.5
Arapahoe County,Colorado,2024-04-01,19,2.8
Denver County,Colorado,2024-04-01,40,5.5
El Paso County,Colorado,2024-04-01,16,2.1
Jefferson County,Colorado,2024-04-01,14,2.4
Hartford County,Connecticut,2024-04-01,28,3.1
New Haven County,Connecticut,2024-04-01,19,2.2
New Castle County,Delaware,2024-04-01,19,3.2
"Washington, D.C.","Washington, D.C.",2024-04-01,33,4.7
Brevard County,Florida,2024-04-01,14,2.1
Broward County,Florida,2024-04-01,33,1.6
Duval County,Florida,2024-04-01,26,2.5
Hillsborough County,Florida,2024-04-01,32,2
Miami-Dade County,Florida,2024-04-01,23,0.8
Orange County,Florida,2024-04-01,26,1.7
Palm Beach County,Florida,2024-04-01,29,1.8
Pinellas County,Florida,2024-04-01,43,4.5
Fulton County,Georgia,2024-04-01,28,2.6
Honolulu County,Hawaii,2024-04-01,14,1.4
Cook County,Illinois,2024-04-01,132,2.5
Marion County,Indiana,2024-04-01,46,4.7
Sedgwick County,Kansas,2024-04-01,12,2.2
Jefferson County,Kentucky,2024-04-01,47,5.9
Orleans Parish,Louisiana,2024-04-01,29,8
Baltimore city,Maryland,2024-04-01,73,12.8
Suffolk County,Massachusetts,2024-04-01,25,3.2
Wayne County,Michigan,2024-04-01,61,3.4
Hennepin County,Minnesota,2024-04-01,35,2.7
Ramsey County,Minnesota,2024-04-01,18,3.3
Jackson County,Missouri,2024-04-01,26,3.6
St. Louis County,Missouri,2024-04-01,16,1.6
St. Louis city,Missouri,2024-04-01,30,10.7
Clark County,Nevada,2024-04-01,76,3.2
Washoe County,Nevada,2024-04-01,27,5.3
Essex County,New Jersey,2024-04-01,34,3.9
Bernalillo County,New Mexico,2024-04-01,24,3.6
Bronx County,New York,2024-04-01,71,5.1
Erie County,New York,2024-04-01,37,3.9
Kings County,New York,2024-04-01,51,1.9
Monroe County,New York,2024-04-01,36,4.8
New York County,New York,2024-04-01,38,2.3
Queens County,New York,2024-04-01,30,1.3
Suffolk County,New York,2024-04-01,23,1.5
Mecklenburg County,North Carolina,2024-04-01,29,2.4
Cuyahoga County,Ohio,2024-04-01,44,3.5
Franklin County,Ohio,2024-04-01,57,4.2
Montgomery County,Ohio,2024-04-01,12,2.2
Oklahoma County,Oklahoma,2024-04-01,22,2.7
Tulsa County,Oklahoma,2024-04-01,17,2.5
Allegheny County,Pennsylvania,2024-04-01,47,3.8
Philadelphia County,Pennsylvania,2024-04-01,65,4.1
Davidson County,Tennessee,2024-04-01,44,6
Knox County,Tennessee,2024-04-01,33,6.5
Shelby County,Tennessee,2024-04-01,27,3
Bexar County,Texas,2024-04-01,28,1.3
Dallas County,Texas,2024-04-01,58,2.2
Harris County,Texas,2024-04-01,88,1.8
Tarrant County,Texas,2024-04-01,47,2.1
Travis County,Texas,2024-04-01,45,3.3
Salt Lake County,Utah,2024-04-01,35,2.9
King County,Washington,2024-04-01,111,4.7
Pierce County,Washington,2024-04-01,34,3.6
Snohomish County,Washington,2024-04-01,31,3.6
Spokane County,Washington,2024-04-01,30,5.4
Milwaukee County,Wisconsin,2024-04-01,44,4.8
Jefferson County,Alabama,2024-05-01,28,4.2
Anchorage Borough,Alaska,2024-05-01,18,6.2
Maricopa County,Arizona,2024-05-01,114,2.4
Pima County,Arizona,2024-05-01,37,3.4
Alameda County,California,2024-05-01,36,2.2
Contra Costa County,California,2024-05-01,16,1.4
Fresno County,California,2024-05-01,13,1.3
Kern County,California,2024-05-01,33,3.6
Los Angeles County,California,2024-05-01,140,1.4
Orange County,California,2024-05-01,52,1.6
Riverside County,California,2024-05-01,44,1.7
Sacramento County,California,2024-05-01,50,3.1
San Bernardino County,California,2024-05-01,32,1.4
San Diego County,California,2024-05-01,77,2.3
San Francisco County,California,2024-05-01,63,7.6
San Joaquin County,California,2024-05-01,25,3.1
Santa Clara County,California,2024-05-01,22,1.1
Ventura County,California,2024-05-01,19,2.3
Adams County,Colorado,2024-05-01,26,4.8
Arapahoe County,Colorado,2024-05-01,18,2.7
Denver County,Colorado,2024-05-01,33,4.5
El Paso County,Colorado,2024-05-01,16,2.1
Jefferson County,Colorado,2024-05-01,12,2.1
Hartford County,Connecticut,2024-05-01,28,3.1
New Haven County,Connecticut,2024-05-01,26,3
New Castle County,Delaware,2024-05-01,14,2.4
"Washington, D.C.","Washington, D.C.",2024-05-01,38,5.4
Brevard County,Florida,2024-05-01,19,2.9
Broward County,Florida,2024-05-01,40,2
Duval County,Florida,2024-05-01,41,3.9
Hillsborough County,Florida,2024-05-01,34,2.1
Miami-Dade County,Florida,2024-05-01,35,1.2
Orange County,Florida,2024-05-01,27,1.8
Palm Beach County,Florida,2024-05-01,33,2.1
Pinellas County,Florida,2024-05-01,43,4.5
Fulton County,Georgia,2024-05-01,18,1.7
Honolulu County,Hawaii,2024-05-01,21,2.1
Cook County,Illinois,2024-05-01,138,2.7
Marion County,Indiana,2024-05-01,33,3.4
Sedgwick County,Kansas,2024-05-01,15,2.8
Jefferson County,Kentucky,2024-05-01,45,5.7
Orleans Parish,Louisiana,2024-05-01,22,6.1
Baltimore city,Maryland,2024-05-01,56,9.9
Suffolk County,Massachusetts,2024-05-01,32,4
Wayne County,Michigan,2024-05-01,56,3.2
Hennepin County,Minnesota,2024-05-01,33,2.6
Ramsey County,Minnesota,2024-05-01,20,3.7
Jackson County,Missouri,2024-05-01,30,4.1
St. Louis County,Missouri,2024-05-01,24,2.4
St. Louis city,Missouri,2024-05-01,16,5.7
Clark County,Nevada,2024-05-01,80,3.3
Washoe County,Nevada,2024-05-01,22,4.3
Essex County,New Jersey,2024-05-01,22,2.5
Bernalillo County,New Mexico,2024-05-01,28,4.2
Bronx County,New York,2024-05-01,61,4.4
Erie County,New York,2024-05-01,26,2.7
Kings County,New York,2024-05-01,49,1.9
Monroe County,New York,2024-05-01,19,2.5
New York County,New York,2024-05-01,52,3.1
Queens County,New York,2024-05-01,31,1.3
Suffolk County,New York,2024-05-01,23,1.5
Mecklenburg County,North Carolina,2024-05-01,22,1.8
Cuyahoga County,Ohio,2024-05-01,42,3.4
Franklin County,Ohio,2024-05-01,54,4
Montgomery County,Ohio,2024-05-01,11,2
Oklahoma County,Oklahoma,2024-05-01,28,3.4
Tulsa County,Oklahoma,2024-05-01,23,3.3
Allegheny County,Pennsylvania,2024-05-01,38,3.1
Philadelphia County,Pennsylvania,2024-05-01,77,4.9
Davidson County,Tennessee,2024-05-01,45,6.2
Knox County,Tennessee,2024-05-01,39,7.7
Shelby County,Tennessee,2024-05-01,31,3.4
Bexar County,Texas,2024-05-01,38,1.8
Dallas County,Texas,2024-05-01,54,2
Harris County,Texas,2024-05-01,88,1.8
Tarrant County,Texas,2024-05-01,40,1.8
Travis County,Texas,2024-05-01,37,2.7
Salt Lake County,Utah,2024-05-01,23,1.9
King County,Washington,2024-05-01,85,3.6
Pierce County,Washington,2024-05-01,37,3.9
Snohomish County,Washington,2024-05-01,28,3.2
Spokane County,Washington,2024-05-01,30,5.4
Milwaukee County,Wisconsin,2024-05-01,45,4.9
Jefferson County,Alabama,2024-06-01,23,3.5
Anchorage Borough,Alaska,2024-06-01,24,8.3
Maricopa County,Arizona,2024-06-01,155,3.3
Pima County,Arizona,2024-06-01,29,2.7
Alameda County,California,2024-06-01,23,1.4
Contra Costa County,California,2024-06-01,17,1.4
Fresno County,California,2024-06-01,24,2.3
Kern County,California,2024-06-01,36,3.9
Los Angeles County,California,2024-06-01,168,1.7
Orange County,California,2024-06-01,66,2.1
Riverside County,California,2024-06-01,51,2
Sacramento County,California,2024-06-01,39,2.4
San Bernardino County,California,2024-06-01,38,1.7
San Diego County,California,2024-06-01,62,1.9
San Francisco County,California,2024-06-01,48,5.8
San Joaquin County,California,2024-06-01,26,3.2
Santa Clara County,California,2024-06-01,23,1.2
Ventura County,California,2024-06-01,13,1.6
Adams County,Colorado,2024-06-01,17,3.1
Arapahoe County,Colorado,2024-06-01,23,3.4
Denver County,Colorado,2024-06-01,36,4.9
El Paso County,Colorado,2024-06-01,16,2.1
Jefferson County,Colorado,2024-06-01,17,2.9
Hartford County,Connecticut,2024-06-01,33,3.7
New Haven County,Connecticut,2024-06-01,35,4
New Castle County,Delaware,2024-06-01,28,4.8
"Washington, D.C.","Washington, D.C.",2024-06-01,29,4.1
Brevard County,Florida,2024-06-01,26,3.9
Broward County,Florida,2024-06-01,32,1.6
Duval County,Florida,2024-06-01,20,1.9
Hillsborough County,Florida,2024-06-01,32,2
Miami-Dade County,Florida,2024-06-01,35,1.2
Orange County,Florida,2024-06-01,28,1.8
Palm Beach County,Florida,2024-06-01,25,1.6
Pinellas County,Florida,2024-06-01,31,3.2
Fulton County,Georgia,2024-06-01,27,2.5
Honolulu County,Hawaii,2024-06-01,27,2.7
Cook County,Illinois,2024-06-01,105,2
Marion County,Indiana,2024-06-01,34,3.5
Sedgwick County,Kansas,2024-06-01,17,3.2
Jefferson County,Kentucky,2024-06-01,34,4.3
Orleans Parish,Louisiana,2024-06-01,25,6.9
Baltimore city,Maryland,2024-06-01,84,14.8
Suffolk County,Massachusetts,2024-06-01,17,2.1
Wayne County,Michigan,2024-06-01,54,3
Hennepin County,Minnesota,2024-06-01,28,2.2
Ramsey County,Minnesota,2024-06-01,17,3.1
Jackson County,Missouri,2024-06-01,22,3
St. Louis County,Missouri,2024-06-01,23,2.3
St. Louis city,Missouri,2024-06-01,16,5.7
Clark County,Nevada,2024-06-01,105,4.4
Washoe County,Nevada,2024-06-01,29,5.7
Essex County,New Jersey,2024-06-01,23,2.6
Bernalillo County,New Mexico,2024-06-01,23,3.4
Bronx County,New York,2024-06-01,55,4
Erie County,New York,2024-06-01,33,3.5
Kings County,New York,2024-06-01,62,2.4
Monroe County,New York,2024-06-01,20,2.7
New York County,New York,2024-06-01,41,2.5
Queens County,New York,2024-06-01,20,0.9
Suffolk County,New York,2024-06-01,29,1.9
Mecklenburg County,North Carolina,2024-06-01,27,2.2
Cuyahoga County,Ohio,2024-06-01,34,2.7
Franklin County,Ohio,2024-06-01,48,3.5
Montgomery County,Ohio,2024-06-01,14,2.6
Oklahoma County,Oklahoma,2024-06-01,32,3.9
Tulsa County,Oklahoma,2024-06-01,35,5
Allegheny County,Pennsylvania,2024-06-01,33,2.7
Philadelphia County,Pennsylvania,2024-06-01,95,6
Davidson County,Tennessee,2024-06-01,44,6
Knox County,Tennessee,2024-06-01,26,5.1
Shelby County,Tennessee,2024-06-01,29,3.2
Bexar County,Texas,2024-06-01,43,2
Dallas County,Texas,2024-06-01,55,2.1
Harris County,Texas,2024-06-01,77,1.5
Tarrant County,Texas,2024-06-01,47,2.1
Travis County,Texas,2024-06-01,34,2.5
Salt Lake County,Utah,2024-06-01,28,2.3
King County,Washington,2024-06-01,74,3.2
Pierce County,Washington,2024-06-01,27,2.9
Snohomish County,Washington,2024-06-01,24,2.8
Spokane County,Washington,2024-06-01,32,5.8
Milwaukee County,Wisconsin,2024-06-01,36,3.9
Jefferson County,Alabama,2024-07-01,21,3.2
Anchorage Borough,Alaska,2024-07-01,17,5.9
Maricopa County,Arizona,2024-07-01,230,4.9
Pima County,Arizona,2024-07-01,42,3.9
Alameda County,California,2024-07-01,22,1.3
Contra Costa County,California,2024-07-01,13,1.1
Fresno County,California,2024-07-01,21,2.1
Kern County,California,2024-07-01,52,5.6
Los Angeles County,California,2024-07-01,140,1.4
Orange County,California,2024-07-01,56,1.8
Riverside County,California,2024-07-01,75,3
Sacramento County,California,2024-07-01,41,2.5
San Bernardino County,California,2024-07-01,40,1.8
San Diego County,California,2024-07-01,56,1.7
San Francisco County,California,2024-07-01,39,4.7
San Joaquin County,California,2024-07-01,27,3.3
Santa Clara County,California,2024-07-01,24,1.2
Ventura County,California,2024-07-01,13,1.6
Adams County,Colorado,2024-07-01,10,1.8
Arapahoe County,Colorado,2024-07-01,19,2.8
Denver County,Colorado,2024-07-01,41,5.6
El Paso County,Colorado,2024-07-01,10,1.3
Hartford County,Connecticut,2024-07-01,21,2.3
New Haven County,Connecticut,2024-07-01,18,2.1
New Castle County,Delaware,2024-07-01,14,2.4
"Washington, D.C.","Washington, D.C.",2024-07-01,38,5.4
Brevard County,Florida,2024-07-01,22,3.3
Broward County,Florida,2024-07-01,29,1.4
Duval County,Florida,2024-07-01,23,2.2
Hillsborough County,Florida,2024-07-01,35,2.2
Miami-Dade County,Florida,2024-07-01,23,0.8
Orange County,Florida,2024-07-01,31,2
Palm Beach County,Florida,2024-07-01,26,1.6
